,bound,kl,tS,tT,time,dS,dT,eS,eT,rS,rT
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0048380391672253,73.2877197265625,0.00027905218,0.0005867495,174.74156832695007,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.080588161945343,0.0048460960388183,0.013877769,0.013150372,45.45053505897522,0.10437238,0.10226399,0.024616472,0.025148638,0.07680266,0.07628063
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5940421223640442,0.7121350765228271,0.3572261,0.46353042,0.5184557437896729,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0096804443746805,101.92008972167967,0.0020438586,0.0028903238,220.9747941493988,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6250585317611694,164.6024627685547,0.5282563,0.532095,123.4583535194397,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1283247619867324,72.76152801513672,0.104351364,0.10545536,424.9220218658447,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0102829998359084,127.94086456298828,0.001830357,0.00244098,171.66968417167664,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6031561493873596,95.2987060546875,0.5278059,0.5332276,63.163848876953125,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0141721917316317,280.3863830566406,0.00018334074,0.00027689026,255.98881316185,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.035855483263731,759.0443115234375,0.00019450732,0.00038591545,204.0082879066468,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2306237965822219,0.0057840347290039,0.0322,0.031,448.90322041511536,0.22303167,0.223169,0.07909398,0.07779457,0.19060981,0.18937907
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2439129203557968,0.665438175201416,0.0462933,0.0565,2187.359836101532,0.440752,0.4408991,0.12737904,0.12993284,0.34775504,0.3503824
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2411562651395797,270.1801147460937,0.18453369,0.18609075,579.5779361724854,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.003224344458431,43.53203582763672,0.00023497762,0.0005157912,147.67799639701843,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1185551211237907,15.407211303710938,0.10598339,0.107610375,293.1354920864105,,,,,,
data=glass/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,1.1679086685180664,0.0011439323425292,0.2777778,0.35514018,0.5798218250274658,0.24996388,0.22713356,0.2697233,0.30389747,0.39470524,0.41746426
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7557483911514282,14.443832397460938,0.3427455,0.4381974,0.7497665882110596,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2211137115955352,122.5445785522461,0.18310258,0.19572027,294.1058909893036,,,,,,
data=glass/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,1.3379924297332764,0.0045728683471679,0.37037036,0.27102804,0.5949039459228516,0.2686178,0.2514411,0.29877442,0.23277308,0.43308333,0.35849363
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0505487248301506,1073.3653564453125,0.0019368544,0.0019489616,316.29382824897766,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,1.232064127922058,0.0177021026611328,0.32781717,0.32653677,104.41224789619446,0.4513478,0.4520612,0.31187302,0.31525183,0.53754693,0.5412824
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6280713081359863,0.6820245385169983,0.39413324,0.43583614,0.4200174808502197,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0075027802959084,0.0146770477294921,0.0014879158,0.0012534184,268.6190986633301,0.045012966,0.045204345,0.0039546173,0.0038439352,0.0264611,0.026446108
data=protein/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,1.2310954332351685,0.0234298706054687,0.33119443,0.32321402,96.18882036209106,0.44916686,0.4505153,0.31295007,0.31103337,0.5375335,0.536291
data=pendigits/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0673463195562362,0.0067090988159179,0.011475847,0.013150372,36.11491799354553,0.10264717,0.10499849,0.02164074,0.023763489,0.072964326,0.076262735
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.120554506778717,28.01789093017578,0.10473061,0.10975812,570.8842618465424,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0482526794075965,27.92414093017578,0.021814788,0.024790071,31.969727993011475,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0899410843849182,144.5169677734375,0.021190614,0.026129268,57.74441313743591,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1036657691001892,0.0021162033081054,0.029773463,0.03325,889.7380800247192,0.0424083,0.04194534,0.025127845,0.024774976,0.046331994,0.045747645
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5944460034370422,74.47683715820312,0.5269616,0.5293007,64.88877820968628,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0070631876587867,0.0130882263183593,0.0013270599,0.0020510482,306.5563106536865,0.042527035,0.04288109,0.0036236383,0.0041403286,0.024887156,0.025580874
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0219091288745403,363.365478515625,0.0021506338,0.0023554806,377.8938868045807,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0046339472755789,70.7624282836914,0.00026252423,0.00027543516,129.73017740249634,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4023577272891998,0.0032563209533691,0.1216,0.1126,560.4638669490814,0.2271071,0.22574869,0.12270134,0.11998832,0.23625489,0.23286267
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6196224689483643,149.61175537109375,0.5269617,0.5289988,158.94416761398315,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2219547033309936,115.380615234375,0.18485224,0.18843779,269.3589835166931,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2230058014392852,113.80427551269533,0.18619636,0.18892573,340.4149215221405,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2328673154115677,0.006289005279541,0.0352,0.0337,457.3763892650604,0.22042337,0.2216416,0.079295084,0.07846421,0.18950677,0.18928501
data=sensorless/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0071855247952044,0.0126323699951171,0.0013672739,0.0012534184,282.96123337745667,0.04277253,0.04323251,0.0035594609,0.0037349816,0.024945727,0.025351238
data=protein/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,1.240787148475647,0.012552261352539,0.3272543,0.33046368,94.23304057121275,0.45151827,0.4509481,0.31333107,0.31379175,0.5390902,0.5392658
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0046201203949749,72.09528350830078,0.0002286171,0.00048786247,222.4167754650116,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6136155724525452,142.43138122558594,0.5229089,0.5298293,121.45817732810974,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2327131330966949,0.0061635971069335,0.032566667,0.0312,394.965677022934,0.2224424,0.22238581,0.078779794,0.078095786,0.190001,0.18928869
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2079145610332489,37.47013854980469,0.18545498,0.18976057,248.87954568862915,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.007248468697071,111.86100769042967,0.00046032254,0.00032153953,128.83412647247314,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1036657691001892,0.0021162033081054,0.029773463,0.03325,989.8475904464722,0.042408284,0.041945327,0.025127841,0.024774974,0.046331983,0.045747638
data=sensorless/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.007438797969371,0.0134825706481933,0.0013672739,0.0030765724,245.85396361351013,0.04314665,0.044881735,0.0039237663,0.004669551,0.025497092,0.027110418
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2252291291952133,133.3242645263672,0.18547176,0.18591438,567.2737166881561,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0210158359259367,349.6304931640625,0.0020524224,0.0032598071,217.69971466064453,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1172838807106018,12.001495361328123,0.10557257,0.11122642,331.24784755706787,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2335836291313171,222.9893951416016,0.18244386,0.1955463,486.9596643447876,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1186736747622489,19.54936981201172,0.10484835,0.107202955,441.6471891403198,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3919216990470886,0.0039944648742675,0.11813334,0.1251,477.3729887008667,0.22439271,0.22419375,0.12084404,0.12574103,0.23304039,0.23783791
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1176596581935882,14.508750915527344,0.10531313,0.10846043,332.86435747146606,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2666347920894623,0.6441190242767334,0.054386534,0.0475,2210.3815009593964,0.441774,0.44253665,0.13013622,0.12940204,0.35102323,0.35067037
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0117343310266733,150.56802368164062,0.0019091862,0.0028096796,419.2482726573944,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1182795390486717,21.678207397460938,0.10397607,0.10609658,557.290219783783,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0102990120649337,131.260009765625,0.0016688271,0.0023928762,359.6031391620636,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.011942028068006,227.9525146484375,0.00022822375,0.0002423341,245.1800286769867,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0186171904206275,303.37554931640625,0.0019147681,0.002474592,232.8318197727204,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1177901625633239,16.004257202148438,0.1048847,0.11068137,422.4685275554657,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3953110575675964,0.0055384635925292,0.11593334,0.122,386.1921489238739,0.22718713,0.2287888,0.12124738,0.12416376,0.23484094,0.23855816
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1180372983217239,15.409294128417969,0.10536399,0.112748854,292.5451512336731,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2408686131238937,256.3793334960937,0.18564403,0.18875037,487.7227110862732,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0099442899227142,113.29275512695312,0.0020160603,0.0019741463,214.3643786907196,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3979070782661438,0.0051569938659667,0.11976667,0.1172,452.20827651023865,0.2256101,0.22737989,0.12234874,0.12229729,0.2351538,0.23598723
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0302775129675865,573.520263671875,0.0019402547,0.003173597,354.9428491592407,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2259026020765304,0.0061559677124023,0.031066667,0.0328,449.4326477050781,0.22089309,0.224447,0.07746515,0.08007724,0.18791169,0.19230074
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.046608567237854,0.2415473461151123,0.034726463,0.03740287,2779.2415158748627,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0508438386023044,1076.7518310546875,0.0003833455,0.00032243962,255.01606512069705,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.008401789702475,0.0226211547851562,0.0015281297,0.0013673656,300.0813031196594,0.041971628,0.042377982,0.003872428,0.0038107485,0.024858242,0.02499974
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1058031693100929,35.915069580078125,0.05810907,0.05481318,1943.5135974884035,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2162696421146392,76.33789825439453,0.18535335,0.18676695,333.8183822631836,,,,,,
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0515489429235458,0.3128705024719238,0.039000433,0.033661097,2480.6273329257965,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2148312032222747,73.91795349121094,0.18486774,0.18965004,424.9305844306946,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4024487435817718,0.0034360885620117,0.11946667,0.1196,421.55884623527527,0.2256724,0.2251355,0.122511074,0.123557925,0.23534727,0.23612568
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1236326768994331,35.939697265625,0.10596297,0.10542938,332.5905420780182,,,,,,
data=mnist/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1191927120089531,22.39678955078125,0.10467527,0.11242146,427.46596240997314,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0065967203117907,0.0111379623413085,0.001286846,0.0012534184,324.52783012390137,0.04461685,0.044158947,0.0038577076,0.003842434,0.026166132,0.025921907
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2105929255485534,48.04107666015625,0.1857026,0.18871048,327.740097284317,,,,,,
data=fashion/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2341444194316864,210.55142211914065,0.18430895,0.18780744,551.3237407207489,,,,,,
